client_id,gender,age_1996,account_age_days,freq_POPLATEK PO OBRATU,freq_POPLATEK TYDNE,txn_count_1996,incoming_total_1996,outgoing_total_1996,avg_txn_1996,max_txn_1996,min_txn_1996,k_pojistne_count_1996,k_sipo_count_1996,k_sluzby_count_1996,k_urok_count_1996,k_sankc_urok_count_1996,k_duchod_count_1996,k_uver_count_1996,op_vyber_kartou_count_1996,op_vklad_count_1996,op_prevod_z_uctu_count_1996,op_vyber_count_1996,op_prevod_na_ucet_count_1996,avg_balance_1996,max_balance_1996,min_balance_1996,std_balance_1996,recency_1996,order_count,order_amount_total,po_pojistne_count,po_sipo_count,po_leasing_count,po_uver_count,has_previous_loan,previous_loan_amount_total,previous_loan_problem,loan_granted_1996,has_card_pre_1997,card_count_pre_1997,card_issued_1996,ending_balance_1996,op_type_diversity_1996,k_symbol_diversity_1996,n_accounts,ratio_credit_to_debit_1996,ratio_incoming_total_1996,ratio_outgoing_total_1996,avg_txn_norm_1996,po_type_diversity_1996,dv_loan_1997,dv_card_1997
2166,1,49,1380.0,0.0,1.0,91,471989.2,397160.0,9948.837362637361,46083.0,30.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,25.0,0.0,54,0.0,45178.643956043954,110917.2,8008.5,25407.648835792254,0,1.0,8033.2,0.0,0.0,0.0,1.0,1.0,96396.0,1.0,0.0,0.0,0.0,0.0,45472.7,2.0,3.0,1,1.188410716084198,0.5430473847298025,0.4569526152701976,109.32788310590507,1,0,0
2167,2,15,1092.0,0.0,0.0,57,71969.0,66825.2,2434.985964912281,36337.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,31,0.0,22743.87543859649,56459.4,14023.9,12149.495344344272,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26308.1,2.0,2.0,1,1.0769739559327918,0.5185303132263451,0.48146968677365476,42.71905201600493,0,0,0
2168,1,33,1165.0,0.0,0.0,12,22600.0,4100.0,2225.0,5100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3,0.0,37783.333333333336,48000.0,34100.0,3937.42724800514,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48000.0,2.0,0.0,1,5.512195121951219,0.846441947565543,0.15355805243445692,185.41666666666666,0,0,0
2172,1,67,1111.0,0.0,0.0,69,74763.3,81609.2,2266.268115942029,7400.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,33,12.0,18762.20434782609,27305.3,12553.8,3741.8566465150784,0,1.0,1712.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17056.3,3.0,4.0,1,0.9161136244443029,0.4781102815392732,0.5218897184607267,32.8444654484352,1,0,0
2173,1,45,570.0,0.0,0.0,75,163110.9,183159.2,4616.934666666666,19000.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,39,12.0,28159.106666666667,40120.7,12735.6,6092.022749916115,0,2.0,6527.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32382.5,3.0,3.0,1,0.8905416708524605,0.47105106678283803,0.5289489332171621,61.55912888888888,2,0,0
2176,2,50,444.0,0.0,0.0,76,262823.3,243076.0,6656.569736842105,30015.0,14.6,0.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,32,20.0,52556.04605263158,71489.9,28035.8,8520.439948303778,0,2.0,3037.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55397.5,3.0,4.0,1,1.0812392009083578,0.5195170264121733,0.48048297358782666,87.58644390581718,1,0,0
2177,1,54,883.0,0.0,0.0,80,199270.3,193615.2,4911.06875,22702.5,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,32,24.0,51625.96000000001,71089.9,38433.2,7703.323642882165,0,2.0,7850.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47817.9,3.0,4.0,1,1.0292079340878195,0.507196880516079,0.4928031194839209,61.38835937500001,1,0,0
2181,2,28,1417.0,0.0,0.0,93,253485.2,227139.2,5168.004301075269,48864.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,6.0,0.0,14.0,0.0,25,42.0,28577.816129032257,69543.0,6271.6,12631.368622860502,0,4.0,13152.0,1.0,1.0,0.0,1.0,1.0,165960.0,0.0,0.0,0.0,0.0,0.0,52084.2,3.0,6.0,1,1.115990546766036,0.5274080966342949,0.4725919033657051,55.56993872123945,3,0,0
2182,1,67,662.0,0.0,0.0,75,59553.0,58631.2,1575.7893333333334,4827.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,27,24.0,31745.766666666666,36288.3,23497.4,2780.5882275466765,0,2.0,2508.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30721.8,3.0,5.0,1,1.0157220046664575,0.5038998444800574,0.4961001555199426,21.010524444444446,1,0,0
2184,2,26,521.0,0.0,0.0,86,69539.0,44901.2,1330.7,7800.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,11.0,12.0,27,24.0,41499.0523255814,56955.4,27477.5,8360.20493168083,0,2.0,2303.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54787.8,4.0,4.0,1,1.5487113930139953,0.6076448660523138,0.3923551339476862,15.47325581395349,1,0,1
2185,1,39,1195.0,0.0,1.0,79,602020.1,428560.0,14499.735443037976,52500.0,30.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,22.0,0.0,45,0.0,66600.49620253165,126465.9,20859.1,24287.617243595458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88150.3,2.0,2.0,1,1.404751026694045,0.5841565347516413,0.4158434652483587,183.54095497516425,0,0,0
2186,1,54,1428.0,0.0,0.0,85,381287.7,313395.2,8894.563529411766,45900.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,19.0,0.0,42,12.0,65591.08117647059,125722.8,21424.8,21246.196587369825,0,2.0,5803.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84814.8,3.0,3.0,1,1.2166354175175624,0.5488658206499685,0.45113417935003153,104.64192387543254,2,0,0
2187,2,63,1442.0,0.0,0.0,60,61445.700000000004,54459.2,1931.7483333333332,5029.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,24,12.0,22792.391666666666,32974.3,14645.9,4718.947584492077,0,1.0,2552.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30549.4,3.0,4.0,1,1.1282887005317743,0.5301389328665139,0.46986106713348613,32.19580555555555,1,0,0
2192,1,40,1145.0,0.0,1.0,97,298962.3,229004.0,6181.88969072165,30082.0,30.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,8.0,12.0,29,36.0,35486.845360824744,63673.3,11974.2,11386.622921876544,0,3.0,13312.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31230.1,4.0,5.0,1,1.3054894237655237,0.5662526187750998,0.4337473812249001,63.73082155383145,2,0,0
2194,1,35,485.0,0.0,0.0,73,232014.4,253575.2,6651.912328767124,26552.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,37,12.0,37689.4095890411,57759.9,19217.0,8494.658085463745,0,1.0,5925.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39108.7,3.0,3.0,1,0.9149727575882814,0.47779935978859517,0.5222006402114049,91.12208669544005,1,0,0
2195,1,54,1196.0,0.0,0.0,97,324418.9,269676.8,6893.6051546391745,35918.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,12.0,0.0,3.0,12.0,34,36.0,30807.452577319586,57958.8,7562.4,9665.770168853729,0,3.0,14941.8,0.0,1.0,0.0,1.0,1.0,239460.0,0.0,0.0,0.0,0.0,0.0,25639.0,4.0,5.0,1,1.2029915068704466,0.546071786077563,0.4539282139224371,71.06809437772345,2,0,0
2197,1,34,1054.0,0.0,0.0,89,520403.7,500819.2,11507.33595505618,57600.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,20.0,0.0,33,24.0,68774.00449438202,145477.6,29202.8,24758.098524453973,0,2.0,5162.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59472.4,3.0,4.0,1,1.0391049304818984,0.5095887489401187,0.49041125105988126,129.2959096073728,1,0,0
2200,2,43,1354.0,0.0,0.0,84,234441.0,242827.2,5681.7642857142855,26856.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,36,24.0,34120.19285714286,55948.0,18511.2,9111.071101142215,0,2.0,9896.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30116.9,3.0,4.0,1,0.9654643301903575,0.4912143738049172,0.5087856261950828,67.64005102040817,1,0,0
2201,2,67,1180.0,0.0,0.0,58,51689.1,52403.2,1794.6948275862069,4236.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,22,12.0,16610.870689655174,21764.2,11672.5,2122.514401910812,0,1.0,2824.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17390.6,3.0,4.0,1,0.9863729695896434,0.4965698711624203,0.5034301288375798,30.943014268727705,1,0,0
2206,1,32,984.0,0.0,0.0,67,222781.6,207583.2,6423.355223880597,25156.5,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,30,12.0,31787.855223880593,52879.6,8763.1,9254.83477940181,0,1.0,7794.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49076.2,3.0,3.0,1,1.0732159442575313,0.5176575779431775,0.4823424220568225,95.87097349075518,1,0,0
2207,1,35,634.0,0.0,0.0,67,266724.8,280755.2,8171.3432835820895,30571.5,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,31,12.0,35092.22537313433,58199.0,17836.7,10097.176567139091,0,1.0,9385.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30532.2,3.0,3.0,1,0.9500262150086622,0.4871863812376708,0.5128136187623292,121.96034751615059,1,0,0
2209,1,69,1336.0,0.0,0.0,64,63697.4,58427.2,1908.196875,7600.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,28,12.0,24496.434375,31639.9,15708.7,3465.7974515697747,0,1.0,1996.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29700.7,3.0,4.0,1,1.0902011391954434,0.5215771433437653,0.47842285665623463,29.815576171875,1,0,0
2212,2,24,1079.0,0.0,0.0,84,315605.2,318763.2,7552.004761904762,36102.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,36,24.0,51348.936904761904,73554.0,26119.1,11426.75190776599,0,2.0,9834.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61739.4,3.0,4.0,1,0.9900929592876467,0.4975109100642466,0.5024890899357535,89.90481859410431,1,0,0
2213,2,28,392.0,0.0,0.0,69,117562.7,95648.4,3090.0159420289856,12808.0,14.6,0.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,25,18.0,33509.1231884058,46032.2,17752.7,5002.473289464656,0,2.0,4113.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35281.7,3.0,4.0,1,1.229113085007172,0.5513910861113704,0.44860891388862967,44.78283973955052,1,0,0
2214,2,50,954.0,0.0,0.0,68,253299.5,256647.2,7499.216176470589,29034.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,32,12.0,37903.73382352941,67077.7,18256.7,10489.639528482166,0,1.0,9921.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39175.5,3.0,3.0,1,0.9869560236776399,0.4967175981332951,0.5032824018667049,110.28259083044983,1,0,1
2215,2,71,1212.0,0.0,0.0,61,58161.5,56829.2,1885.0934426229508,4753.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,25,12.0,21788.868852459018,29922.6,12857.5,4296.002324275479,0,1.0,2567.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29692.7,3.0,4.0,1,1.0234439337523669,0.5057930771792849,0.49420692282071504,30.903171190540178,1,0,0
2216,1,24,825.0,0.0,0.0,106,279793.3,225375.19999999998,5542.5330188679245,43505.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,34,48.0,47654.93773584906,104366.5,18438.2,18516.01696057949,0,5.0,9694.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30033.8,3.0,5.0,1,1.2414555816256625,0.5538613353762161,0.44613866462378393,52.28804734781061,3,0,0
2218,2,28,1403.0,0.0,0.0,55,97856.3,68483.2,3024.3545454545456,11144.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,19,12.0,27233.20909090909,46470.4,11486.2,9898.42349567499,0,1.0,3684.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42964.5,3.0,3.0,1,1.4289095719826177,0.5882926184099387,0.41170738159006126,54.98826446280992,1,0,0
2220,1,44,1422.0,0.0,0.0,53,151140.7,142039.2,5531.696226415095,26200.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,17,12.0,25268.771698113207,47386.9,13494.9,8792.577755290962,0,1.0,7692.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22561.1,3.0,3.0,1,1.0640773814552602,0.5155220395395456,0.4844779604604545,104.37162691349236,1,0,0
2222,1,62,1197.0,0.0,0.0,69,79131.7,84759.2,2375.2304347826084,13400.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,33,12.0,27299.508695652174,35918.9,15227.6,5051.710985973528,0,1.0,2047.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25464.3,3.0,4.0,1,0.933606027428291,0.4828315666092504,0.5171684333907496,34.42362948960302,1,0,0
2225,1,36,1246.0,0.0,0.0,74,239147.4,232423.2,6372.5756756756755,27330.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,38,12.0,44167.54054054054,65835.6,27779.1,7392.356632395773,0,1.0,8084.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52879.3,3.0,3.0,1,1.0289308468345673,0.5071295793249198,0.4928704206750803,86.11588750913074,1,0,0
2226,1,32,738.0,0.0,0.0,80,213056.8,202603.2,5195.75,26000.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,31,24.0,47985.371250000004,72472.7,21779.8,11006.447107510607,0,2.0,7369.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54529.6,3.0,4.0,1,1.0515964209844662,0.5125747004763508,0.48742529952364916,64.946875,1,0,1
2228,1,56,1286.0,0.0,0.0,74,294973.2,284399.2,7829.356756756757,33654.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,38,12.0,65401.32432432433,88318.5,33466.0,9142.331508972326,0,1.0,6387.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82225.3,3.0,3.0,1,1.03718013271486,0.5091253915443676,0.49087460845563236,105.80211833455077,1,0,0
2229,2,52,950.0,0.0,0.0,61,204244.2,199255.2,7053.268852459017,39762.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,24,12.0,39594.14098360656,102648.0,8281.9,21903.583824383448,0,2.0,11012.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42473.2,3.0,3.0,1,1.0250382424147526,0.5061821653266398,0.4938178346733601,115.62735823703306,2,0,0
2235,1,56,1431.0,0.0,0.0,80,232060.1,227974.1,5958.665,26448.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,7.0,0.0,1.0,12.0,36,19.0,30843.317499999997,59310.7,14514.4,10815.397939901426,0,2.0,9932.7,0.0,1.0,0.0,1.0,1.0,105804.0,0.0,0.0,0.0,0.0,0.0,24455.1,4.0,4.0,1,1.0179230886315596,0.5044409741710507,0.49555902582894923,74.4833125,2,0,0
2236,1,18,1455.0,0.0,0.0,54,40526.8,39247.2,1477.2962962962963,6840.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,18,12.0,33198.92777777778,37947.0,28946.0,2099.9846874928407,0,1.0,2161.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33490.3,3.0,2.0,1,1.0326035997472434,0.508020156943365,0.49197984305663495,27.357338820301784,1,0,0
2239,1,20,563.0,0.0,0.0,56,37901.0,30349.2,1218.7535714285714,3093.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,20,12.0,16264.194642857143,22019.0,12453.1,2292.2598380732293,0,1.0,2062.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19663.7,3.0,2.0,1,1.2488302821820674,0.5553243800018168,0.44467561999818317,21.76345663265306,1,0,0
2242,1,20,880.0,0.0,0.0,66,72436.8,77991.2,2279.212121212121,7815.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,27,12.0,16972.525757575757,25048.3,11162.1,3147.9652527801127,0,1.0,3473.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13741.2,3.0,3.0,1,0.9287817087055976,0.4815380115404047,0.5184619884595952,34.53351698806244,1,0,0
2246,1,43,1318.0,0.0,0.0,73,91220.6,87063.2,2442.243835616438,9354.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,33,12.0,25928.764383561644,36306.3,16155.1,4255.305064086015,0,1.0,3649.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36291.7,3.0,3.0,1,1.0477515184371813,0.5116595001901464,0.4883404998098537,33.455395008444356,1,0,0
2247,1,18,1275.0,0.0,0.0,56,40246.5,38753.2,1410.7089285714285,3600.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,20,12.0,12847.060714285715,16406.4,8989.6,1834.5122623221648,0,1.0,2199.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14808.8,3.0,3.0,1,1.0385335920646555,0.509451301713804,0.490548698286196,25.19123086734694,1,0,0
2251,1,25,926.0,0.0,0.0,69,40325.8,37933.2,1134.1884057971015,4680.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,21,24.0,23805.246376811596,27828.3,20221.5,1937.8999813002338,0,2.0,2174.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24798.1,3.0,2.0,1,1.0630740354096149,0.5152864207311619,0.48471357926883807,16.437513127494224,1,0,0
2254,1,69,682.0,0.0,0.0,65,80981.1,75233.2,2403.296923076923,6648.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,29,12.0,25053.746153846154,36428.5,13000.6,5957.001487957179,0,1.0,3764.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27052.3,3.0,4.0,1,1.0764011101481794,0.5183974834570203,0.48160251654297975,36.97379881656805,1,0,0
2257,1,17,1278.0,0.0,0.0,80,202790.7,210891.2,5171.02375,32800.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,31,24.0,54742.005000000005,76745.4,24592.4,12884.387462566629,0,2.0,3093.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49858.6,3.0,4.0,1,0.9615891986009848,0.49020926465479875,0.5097907353452013,64.637796875,1,0,0
2259,1,47,626.0,0.0,1.0,79,517875.1,393263.4,13047.575949367088,59415.0,30.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,0.0,0.0,12.0,53,2.0,60037.010126582274,98028.4,24882.6,18627.688894462204,0,1.0,6601.7,0.0,0.0,0.0,1.0,1.0,396120.0,0.0,1.0,0.0,0.0,0.0,60593.7,3.0,3.0,1,1.3168657444349003,0.5683824138701196,0.4316175861298804,165.15918923249478,1,0,1
2263,2,62,972.0,0.0,0.0,70,76402.1,78745.2,2216.39,10900.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,34,12.0,26215.768571428573,37992.8,15828.8,4313.3902023627,0,1.0,1915.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29968.3,3.0,4.0,1,0.9702445355399442,0.4924487889895603,0.5075512110104398,31.662714285714284,1,0,0
2265,2,19,412.0,0.0,0.0,50,326669.7,273831.39999999997,12010.021999999999,37395.0,14.6,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,26,0.0,55591.344000000005,89986.3,33286.3,14582.05790304717,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81097.6,2.0,2.0,1,1.192959244264902,0.5439951733643785,0.4560048266356214,240.20044,0,0,0
2268,2,58,920.0,0.0,0.0,54,280804.1,287195.2,10518.505555555557,32150.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,30,0.0,47677.164814814816,78637.8,35690.3,10763.85185927237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39621.3,2.0,2.0,1,0.9777464943703793,0.49437402475672054,0.5056259752432793,194.7871399176955,0,0,1
2269,1,33,966.0,0.0,0.0,63,301185.8,256975.2,9360.079365079366,34552.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,39,0.0,38130.996825396825,66195.7,19489.1,11079.463763327763,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42340.8,2.0,2.0,1,1.172042282679418,0.5396038060702916,0.4603961939297085,148.5726883345931,0,0,0
2274,2,32,1375.0,0.0,0.0,64,39415.0,35165.2,1165.315625,3151.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,28,12.0,31682.36875,35926.0,27144.7,2235.2171851348653,0,1.0,2100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35472.8,3.0,2.0,1,1.1208524336560008,0.5284914762899536,0.47150852371004637,18.208056640625,1,0,0
2276,1,64,1228.0,0.0,0.0,65,56588.7,66833.2,1898.7984615384617,4641.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,29,12.0,17465.610769230767,23649.7,11598.1,2569.0746839890535,0,1.0,3094.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15099.8,3.0,4.0,1,0.8467154049185135,0.4584980461328176,0.5415019538671824,29.21228402366864,1,0,0
2278,2,75,1114.0,0.0,0.0,81,79580.8,84029.2,2019.8765432098764,9000.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,33,24.0,34610.596296296295,41224.0,25936.6,3599.8224761939437,0,2.0,1827.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35573.9,3.0,5.0,1,0.9470612596573573,0.4864054764378706,0.5135945235621294,24.93674744703551,1,0,0
2279,2,43,840.0,0.0,1.0,78,406415.0,202060.0,10126.051282051281,49422.0,30.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,19.0,0.0,47,0.0,31513.81923076923,106610.7,2129.3,21243.37826317233,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34196.5,2.0,2.0,1,2.011358012471543,0.6679239081309832,0.3320760918690168,129.82117028270872,0,0,0
2280,1,22,963.0,0.0,0.0,73,37167.8,37327.2,1020.4794520547945,3039.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,25,24.0,13287.295890410958,16308.2,9927.8,1406.3634578860901,0,2.0,2026.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13508.8,3.0,2.0,1,0.995729655586275,0.49893012953889526,0.5010698704611047,13.979170576093075,1,0,0
2281,1,18,1040.0,0.0,0.0,79,75179.9,84925.2,2026.646835443038,33704.0,14.6,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,30.0,0.0,37,0.0,32260.06455696203,64558.6,19093.0,11664.230801944692,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25771.6,2.0,2.0,1,0.8852484303834433,0.46956592888046667,0.5304340711195334,25.653757410671368,0,0,0
2283,2,35,1106.0,0.0,0.0,84,81343.8,74811.2,1858.9880952380952,8782.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,22,36.0,16823.98214285714,23852.3,9468.6,3280.3268848706216,0,3.0,3903.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22037.1,3.0,5.0,1,1.0873211497743653,0.5209170375588358,0.4790829624411642,22.13081065759637,2,0,0
2290,1,42,1332.0,0.0,0.0,72,121904.9,131371.2,3517.723611111111,12618.0,14.6,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,32,12.0,30059.49861111111,46014.7,20036.7,5947.473741092427,0,1.0,5608.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25866.4,3.0,3.0,1,0.9279423496169631,0.48131229121105384,0.5186877087889462,48.85727237654321,1,0,0
2292,2,75,694.0,0.0,0.0,62,71282.3,67471.2,2237.9596774193546,9450.0,14.6,0.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,12.0,26,12.0,25127.63870967742,35462.5,17379.9,4263.430501189976,0,1.0,3298.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30527.9,3.0,4.0,1,1.0564848409395418,0.5137333472669158,0.48626665273308417,36.09612382934443,1,0,0
2294,1,44,1361.0,0.0,0.0,98,69192.0,49973.2,1215.9714285714285,6000.0,14.6,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,9.0,12.0,29,36.0,50165.10510204081,64665.3,38901.4,6757.95659254147,0,3.0,2504.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60535.2,4.0,5.0,1,1.3845821360249095,0.5806393141621883,0.4193606858378117,12.407871720116617,2,0,0
